FormulaId,NumberOfClauses,CpuTime,RelativeError
0274,50,0.34375,0.20873269435569755
0470,50,0.21875,0.11094953719966995
0369,50,0.625,0.0
012,50,0.15625,0.0565070782394272
0821,50,0.3125,0.35727767513856296
0920,50,0.140625,0.22588707588707588
0620,50,0.125,0.3118777324662919
0642,50,0.15625,0.06944331407178318
036,50,0.421875,0.018319733363981152
0665,50,0.125,0.2525321918652786
0863,50,0.40625,0.05108615287117558
0123,50,0.265625,0.3457591034164173
0882,50,0.125,0.12499487837856293
0441,50,0.390625,0.7549856825767973
0485,50,0.125,0.2634428004330567
0987,50,0.265625,0.1240766035737184
0405,50,0.375,0.1338951465276976
0768,50,0.4375,0.2066095993573652
0241,50,0.125,0.16970115298741364
0655,50,0.140625,0.17267899652078375
0897,50,0.109375,0.3158433872069201
0139,50,0.125,0.0
0414,50,0.125,0.16170764196565604
0832,50,0.109375,0.0952619322262607
024,50,0.140625,0.08580191284630367
0434,50,0.28125,0.28994386052814375
0133,50,0.125,0.2491971218342209
0430,50,0.125,0.15208015503236713
0452,50,0.125,0.2596660473675882
0672,50,0.125,0.0019253193047156765
0879,50,0.109375,0.104440133921454
0957,50,0.125,0.024559259645619422
0613,50,0.15625,0.0
0954,50,0.15625,0.12920298123376467
