FormulaId,NumberOfClauses,CpuTime,RelativeError
0274,50,0.453125,0.0
0470,50,0.359375,0.0
0369,50,0.203125,0.002925179395767631
012,50,0.28125,0.0
0821,50,0.265625,0.10268378063010501
0920,50,0.28125,0.0
0620,50,0.25,9.404120714713174E-4
0642,50,0.28125,0.0
036,50,0.265625,0.0
0665,50,0.390625,0.001496134984623057
0863,50,0.171875,0.014154457412465855
0123,50,0.25,0.01631878557874763
0882,50,0.296875,0.0
0441,50,0.28125,0.043403314917127074
0485,50,0.34375,0.0
0987,50,0.234375,0.005305821665438467
0405,50,0.46875,0.17269245499808503
0768,50,0.4375,0.014078595955742084
0241,50,0.578125,0.0577927548441449
0655,50,0.328125,0.022884283246977548
0897,50,0.234375,0.0
0139,50,0.265625,0.0
0414,50,0.171875,0.0028236936451029536
0832,50,0.15625,0.0
024,50,0.1875,0.0
0434,50,0.296875,0.22306981044845123
0133,50,0.171875,0.0
0430,50,0.53125,0.08538444783271619
0452,50,0.328125,0.06406366967416571
0672,50,0.125,0.0
0879,50,0.171875,0.022654819236247712
0957,50,0.15625,2.1573421544656982E-4
0613,50,0.171875,0.010260231571706982
0954,50,0.140625,0.0
