KnapsackId,NumberOfItems,CpuTime,NodesVisited,Item_0,Item_1,Item_2,Item_3,Item_4,Item_5,Item_6,Item_7,Item_8,Item_9,Item_10,Item_11,Item_12,Item_13,Item_14,Item_15,Item_16,Item_17,Item_18,Item_19,Item_20,Item_21,Item_22,Item_23,Item_24,Item_25,Item_26,Item_27,Item_28,Item_29,Item_30,Item_31
157,32,82.859375,948876929,true,true,true,true,true,true,true,false,false,false,false,false,false,true,true,false,true,true,true,true,true,true,true,true,false,true,false,false,false,false,true,true
158,32,176.078125,2147352449,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,false,true,true,true,true,true,true,true,true
159,32,0.078125,877956,false,false,false,true,true,false,true,false,false,true,false,false,false,true,true,false,false,true,true,false,false,false,false,true,false,true,false,true,false,false,false,false
160,32,12.5625,149921271,false,true,false,false,true,false,false,true,false,true,true,false,true,true,false,false,true,true,false,false,false,false,false,true,true,false,true,true,false,true,true,false
161,32,64.765625,775437999,true,true,false,false,true,true,false,false,true,false,false,true,false,true,true,true,false,true,true,false,true,false,false,true,false,true,true,true,false,true,true,true
162,32,179.046875,2147483648,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true
163,32,178.15625,2145878371,true,false,true,true,true,true,true,false,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
164,32,103.609375,1253000977,true,true,false,false,false,true,true,false,true,true,false,true,false,false,true,false,true,true,true,false,true,false,true,true,true,false,false,true,true,true,false,true
165,32,2.78125,33530056,true,false,true,false,true,true,false,false,false,true,false,false,false,false,false,true,false,true,true,false,true,true,false,true,false,true,true,false,true,false,true,false
166,32,0.859375,10020416,false,false,true,true,false,false,true,false,true,false,true,false,false,true,false,true,false,true,true,false,true,false,true,true,false,false,false,false,false,false,false,false
167,32,18.59375,220886081,false,false,false,false,true,true,false,true,false,false,false,false,true,true,true,true,true,true,true,false,false,false,false,false,true,true,true,true,false,true,false,false
168,32,179.625,2147473732,true,true,true,false,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true
169,32,175.796875,2147307056,true,true,false,false,true,true,true,true,false,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true
