KnapsackId,NumberOfItems,CpuTime,NodesVisited,Error,Item_0,Item_1,Item_2,Item_3,Item_4,Item_5,Item_6,Item_7,Item_8,Item_9,Item_10,Item_11,Item_12,Item_13,Item_14,Item_15,Item_16,Item_17,Item_18,Item_19,Item_20,Item_21
80,22,0.0,0,0.039820342882182176,true,true,true,true,false,true,true,true,true,true,true,true,false,false,false,true,true,true,true,true,false,true
81,22,0.0,0,0.07427195866604039,false,true,true,true,true,true,true,false,true,true,true,true,false,true,false,true,true,true,true,true,false,false
82,22,0.0,0,0.06835205992509363,true,true,true,false,true,true,true,false,true,true,true,true,true,false,true,true,true,false,true,false,false,true
83,22,0.0,0,0.05193568859741908,false,true,true,true,false,true,true,true,false,true,true,true,true,true,true,true,false,true,false,true,true,true
84,22,0.0,0,0.010077412853282031,true,true,true,false,true,true,true,true,true,false,true,true,false,true,true,true,true,false,true,true,true,false
85,22,0.0,0,0.06162144491663942,true,true,true,false,true,true,true,true,false,true,true,true,true,true,true,true,false,true,false,true,true,false
86,22,0.0,0,0.07550957381099443,true,true,true,true,true,true,true,false,true,false,true,true,false,true,true,true,true,true,false,true,false,true
87,22,0.0,0,0.03514202476329206,true,true,true,true,false,true,false,false,true,true,true,false,true,true,true,true,false,true,true,true,true,true
88,22,0.0,0,0.0686806350470313,false,false,true,true,true,false,true,true,true,true,false,true,false,true,true,true,true,true,true,true,false,true
89,22,0.0,0,0.09649605576958356,true,true,true,true,true,true,true,true,false,true,true,true,true,false,true,false,false,true,true,true,false,true
90,22,0.0,0,0.0,true,true,true,true,false,true,false,true,true,false,true,true,true,true,true,false,true,true,true,false,true,true
91,22,0.0,0,0.03209255046226826,true,true,false,true,true,true,true,true,false,true,false,true,false,true,true,true,true,false,true,true,true,true
92,22,0.0,0,0.06514489690479545,true,true,true,true,true,false,true,true,true,false,true,true,false,false,true,true,true,false,true,true,true,false
93,22,0.0,0,0.013222877170622909,true,true,false,false,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
94,22,0.0,0,0.009603072983354673,true,true,true,true,true,true,true,true,false,false,false,true,false,true,true,true,true,true,false,true,true,true
95,22,0.0,0,0.03315924320063066,true,true,true,true,true,true,true,true,true,true,false,false,true,false,true,false,false,true,true,true,true,true
96,22,0.0,0,0.07858932167591728,true,true,true,true,true,false,true,false,true,true,true,true,true,true,false,true,false,false,true,true,false,true
97,22,0.0,0,0.08572352814319603,true,true,true,true,false,true,true,false,true,true,false,true,true,false,true,true,false,true,false,true,true,true
98,22,0.0,0,0.0386946386946387,true,false,false,true,true,false,true,true,true,true,true,false,true,false,true,true,true,true,true,true,true,true
99,22,0.0,0,0.008098513423563346,true,false,true,true,true,true,true,true,true,true,true,false,true,true,false,true,true,false,true,true,false,true
100,22,0.0,0,0.0527035869371245,true,true,false,true,false,true,true,true,true,true,true,true,true,false,true,true,true,true,false,true,true,true
101,22,0.0,0,0.011608995569513768,true,true,true,false,true,true,true,true,false,true,true,true,false,true,true,true,true,true,false,false,true,true
102,22,0.0,0,0.06453564586064334,false,true,true,true,true,true,true,true,true,true,true,true,false,true,true,false,true,false,true,false,true,true
103,22,0.0,0,0.011599635295309493,true,true,false,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,false
104,22,0.0,0,0.013659676027014676,true,true,true,false,true,true,true,false,true,true,true,true,false,false,false,true,true,true,true,true,true,true
105,22,0.0,0,0.028211342704798838,true,true,false,true,false,true,true,true,true,true,true,false,true,false,true,false,true,true,true,true,false,true
106,22,0.0,0,0.05480799089121209,true,true,false,false,false,false,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true
107,22,0.0,0,0.08137406051262286,false,false,true,true,true,true,true,true,false,true,false,true,true,true,true,true,false,true,true,true,true,false
108,22,0.0,0,0.009839433421635941,true,true,true,true,true,false,true,true,true,true,true,true,false,true,false,true,true,false,true,false,true,true
109,22,0.0,0,0.0,false,false,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,false
110,22,0.0,0,0.026750900745274173,true,false,true,true,true,true,false,false,true,true,false,true,true,true,true,true,false,true,true,false,true,true
111,22,0.0,0,0.07407773223369055,true,true,false,true,false,true,true,true,true,true,true,false,true,false,true,true,true,false,true,true,true,true
112,22,0.0,0,0.02961321514907333,true,true,true,true,true,true,false,true,true,true,true,false,true,true,true,true,false,false,true,false,true,true
113,22,0.0,0,0.06885342789598109,false,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,false,false,true,false,true,false
114,22,0.0,0,0.027047257847197963,true,false,true,true,false,true,true,true,false,true,true,true,true,false,true,false,true,true,true,true,true,false
115,22,0.0,0,0.011683404593815254,true,true,true,true,false,false,true,true,true,true,true,false,true,true,true,true,true,true,false,false,true,true
116,22,0.0,0,0.0700256701092472,false,true,false,false,false,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true
117,22,0.0,0,0.05716842870727751,true,false,true,true,true,true,true,true,true,true,true,true,false,false,true,false,true,false,true,true,true,true
118,22,0.0,0,0.019788611072309913,true,true,true,true,true,true,true,true,true,true,true,false,false,true,true,true,true,false,false,true,true,false
119,22,0.0,0,0.00952632971685631,true,true,true,true,false,true,true,true,true,true,true,true,true,false,true,true,false,false,true,true,true,true
120,22,0.0,0,0.05872029597305886,true,true,false,true,true,true,true,true,true,false,true,false,true,false,true,true,true,true,false,true,true,false
121,22,0.0,0,0.04395499162078047,false,false,true,true,true,true,true,true,false,true,true,true,false,true,false,true,true,true,true,true,true,true
122,22,0.0,0,0.028215596093225156,true,false,true,false,true,true,true,true,true,true,true,false,true,true,true,true,true,false,true,true,false,true
123,22,0.0,0,0.054116016208146725,true,true,true,false,true,true,true,true,false,true,true,true,true,false,true,true,true,false,true,false,true,true
124,22,0.0,0,0.0892655920827005,false,true,true,true,true,false,true,true,true,true,true,false,false,false,true,true,true,true,true,true,true,true
125,22,0.0,0,0.029248124138635086,false,false,true,true,false,true,true,true,true,true,true,true,true,false,true,true,true,true,true,false,true,true
126,22,0.0,0,0.07189019159279382,true,true,true,true,true,true,false,true,true,true,false,true,false,true,true,true,true,false,true,false,true,false
127,22,0.0,0,0.03885903265812319,true,false,true,true,true,true,true,true,false,true,true,true,false,true,true,true,false,true,true,true,true,false
128,22,0.0,0,0.06528829966329966,false,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false,false,false,true,true,true
129,22,0.0,0,0.05828825640766392,true,false,false,true,false,true,true,true,false,true,true,true,true,true,true,false,true,true,true,true,true,true
130,22,0.0,0,0.06357051555176821,false,false,true,true,false,true,true,true,true,true,true,true,true,true,true,false,true,false,false,true,true,true
131,22,0.0,0,0.06637390213299875,true,true,false,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true
132,22,0.0,0,0.023220442100993714,false,true,true,true,true,true,true,true,false,true,true,false,true,true,true,false,true,true,true,true,false,true
133,22,0.0,0,0.07286000572573718,true,true,true,true,true,false,true,false,true,true,false,true,true,false,true,false,true,true,true,true,true,false
134,22,0.0,0,0.025441696113074206,true,true,true,false,false,true,true,false,true,true,false,true,true,true,true,true,true,true,true,false,true,true
135,22,0.0,0,0.06015360396889758,true,true,true,true,false,true,true,false,true,true,true,true,false,true,true,false,true,true,false,true,true,false
136,22,0.0,0,0.03500223513634332,false,true,true,true,true,false,true,false,true,true,false,true,true,true,true,true,true,false,true,true,true,false
137,22,0.0,0,0.0018809684576058647,false,true,true,true,false,true,true,false,false,true,true,true,false,true,true,true,true,true,true,true,true,true
138,22,0.0,0,0.027606742707176744,false,true,true,true,false,true,true,true,true,false,false,true,true,true,true,true,true,true,true,true,true,false
139,22,0.0,0,0.08090899110769569,false,true,false,false,false,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true
140,22,0.0,0,0.0,true,false,false,true,true,true,false,true,true,true,false,true,true,true,true,true,true,true,false,true,true,true
141,22,0.0,0,0.02938643702906351,true,true,true,false,true,true,false,true,true,true,true,true,true,true,true,true,false,true,false,true,false,true
142,22,0.0,0,0.048815506101938265,false,true,true,true,false,true,true,true,false,true,true,true,false,true,true,true,true,true,true,true,true,false
143,22,0.0,0,0.00894271551944402,true,true,true,true,true,false,false,false,true,true,true,true,true,false,true,true,true,false,true,true,true,true
144,22,0.0,0,0.04581795817958179,true,true,true,true,false,true,true,false,false,false,true,true,true,true,true,true,true,true,false,true,true,false
145,22,0.0,0,0.07096449257114076,true,true,false,true,true,true,false,true,false,true,true,true,true,false,true,false,true,true,true,true,false,true
146,22,0.0,0,0.07301338215422169,true,true,true,true,true,false,false,false,true,true,true,false,false,true,true,true,true,true,false,true,true,true
147,22,0.0,0,0.03994440415760213,true,true,true,true,true,false,true,true,true,true,false,true,false,true,true,true,true,true,true,false,true,true
148,22,0.0,0,0.005690761593413246,true,true,false,false,true,true,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true
149,22,0.0,0,0.0,true,true,false,true,false,true,true,false,true,true,false,true,true,true,true,true,true,true,true,true,false,true
150,22,0.0,0,0.06699147381242387,true,true,true,false,false,false,true,true,true,false,true,true,false,false,true,true,true,true,true,true,true,true
151,22,0.0,0,0.009665865266669937,true,true,true,true,true,true,true,true,true,true,false,true,true,true,false,false,true,false,true,true,false,true
152,22,0.0,0,0.02918908149033672,true,false,false,false,true,true,true,true,false,true,true,false,true,true,true,true,true,true,true,true,true,true
153,22,0.0,0,0.051640861282896224,true,true,true,false,true,true,true,true,true,true,true,false,true,false,false,true,false,true,false,true,true,true
154,22,0.0,0,0.034658231329940864,false,true,false,true,true,true,true,true,false,true,true,false,true,true,false,true,true,true,true,true,true,true
155,22,0.0,0,0.02205155842989311,true,true,true,false,true,true,true,true,false,true,false,true,true,true,true,true,false,true,true,false,true,true
156,22,0.0,0,0.06088552204394674,false,true,false,true,true,true,true,true,true,true,true,true,true,true,false,false,true,false,true,true,true,false
157,22,0.0,0,0.008367386651099436,false,false,true,true,true,true,false,true,true,true,true,true,true,false,true,true,true,true,false,false,true,true
158,22,0.0,0,0.10232276530162923,true,true,true,true,true,true,false,false,false,true,true,true,true,false,true,true,true,true,true,true,false,true
159,22,0.0,0,0.03688195480096364,false,false,true,true,false,true,true,true,true,true,true,true,false,false,true,true,true,true,true,true,true,true
160,22,0.0,0,0.09467913960555324,false,true,true,true,true,true,false,true,true,true,true,true,false,true,true,false,true,true,true,true,false,true
161,22,0.0,0,0.07496867952894011,true,true,true,false,true,true,true,true,true,false,true,true,true,false,true,true,false,true,false,true,true,true
162,22,0.0,0,0.08385324518111556,true,false,true,true,false,true,true,true,false,false,true,false,true,true,true,true,true,false,true,true,true,true
163,22,0.0,0,0.061790200713855284,false,false,true,true,true,true,true,false,true,true,true,true,true,true,false,true,false,true,true,true,true,false
164,22,0.0,0,0.06288478452066842,false,false,true,true,true,false,false,true,true,true,true,true,true,true,false,true,true,true,true,false,true,true
