KnapsackId,NumberOfItems,CpuTime,NodesVisited,Item_0,Item_1,Item_2,Item_3,Item_4,Item_5,Item_6,Item_7,Item_8,Item_9,Item_10,Item_11,Item_12,Item_13,Item_14,Item_15,Item_16,Item_17,Item_18,Item_19,Item_20,Item_21,Item_22,Item_23,Item_24,Item_25,Item_26,Item_27,Item_28,Item_29
92,30,0.0,13583,false,false,false,true,false,false,false,true,false,true,false,false,true,false,true,true,true,false,false,false,false,true,false,false,true,true,false,false,false,false
93,30,0.0,5086,false,true,false,true,false,true,false,false,false,false,true,true,false,false,false,false,false,true,false,true,false,false,true,true,false,false,false,false,false,false
94,30,0.0,47073,true,true,true,false,false,false,true,false,true,true,true,false,true,false,true,true,true,false,true,true,false,false,true,false,true,true,false,true,true,false
95,30,0.0,2090,true,true,true,false,true,false,true,true,true,true,false,true,true,false,false,true,true,true,false,true,true,false,true,true,true,false,true,true,true,true
96,30,0.0,37240,false,true,true,true,false,true,true,false,true,true,true,true,false,false,false,true,false,true,false,false,false,true,false,false,true,true,true,true,true,true
97,30,0.0,29,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true
98,30,0.0,603,true,true,false,false,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,false
99,30,0.0,137,true,true,true,true,true,true,true,true,true,true,true,true,false,false,true,true,true,true,true,true,true,true,true,false,true,false,true,true,true,true
100,30,0.0,53,false,false,true,false,true,false,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
101,30,0.0,2995,false,true,false,true,false,false,false,false,false,true,true,true,true,false,false,false,false,true,false,false,false,false,false,true,false,false,true,false,true,false
102,30,0.0,84475,true,true,false,true,true,false,false,true,true,true,true,true,true,true,true,false,true,true,false,true,false,true,false,false,false,false,true,false,false,true
103,30,0.0,34547,false,false,false,true,false,true,false,true,true,false,false,true,false,false,true,false,false,true,true,false,false,true,false,false,true,false,true,false,false,true
104,30,0.0,98,false,false,false,false,false,false,true,false,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,true
105,30,0.0,3723,false,false,false,false,false,false,false,false,false,true,true,true,false,true,true,false,false,false,false,false,false,true,false,true,false,false,true,false,false,false
106,30,0.0,2040,false,true,true,true,true,false,false,false,true,true,false,true,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false
107,30,0.0,25089,true,false,true,false,true,true,false,true,true,true,true,true,false,false,false,false,false,true,true,true,false,false,false,false,false,true,false,false,false,false
108,30,0.0,1263,false,true,true,true,true,true,true,true,true,true,true,true,false,false,false,true,false,false,true,true,false,true,true,true,true,true,true,true,true,true
109,30,0.015625,90031,false,false,true,true,false,false,false,false,false,false,true,false,false,true,true,false,false,true,false,false,true,false,true,true,true,true,false,true,true,true
110,30,0.0,41,false,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true
111,30,0.0,30,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
112,30,0.0,29,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,false,true,true,true,true,true
113,30,0.0,636,false,false,false,false,false,true,false,true,false,false,true,false,false,false,false,true,false,false,true,false,false,false,false,false,true,true,false,false,false,false
114,30,0.0,301,true,true,true,true,true,false,false,true,true,true,true,false,true,false,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true
115,30,0.0,2744,true,false,true,true,true,false,true,true,false,true,false,true,true,true,false,false,true,true,true,true,true,false,true,true,true,true,true,true,false,true
116,30,0.0,17262,true,true,true,false,true,false,true,true,true,true,true,true,false,false,true,false,false,false,false,false,true,true,true,true,false,true,false,false,true,true
117,30,0.0,247,false,false,false,true,false,false,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,true,true
118,30,0.0,5446,true,false,true,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,true,true,false,true,true,false,false,true,false,false,true,true
119,30,0.0,16285,false,true,false,false,false,false,false,true,false,false,true,false,false,true,false,false,true,true,false,true,true,false,false,false,false,false,true,false,true,true
120,30,0.0,10,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,true,false,false,true
121,30,0.0,2963,false,false,true,false,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,true,false,true,true,true,false,true,false,false,false,false
122,30,0.0,30,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true
123,30,0.0,25109,false,false,false,true,false,false,true,true,false,false,false,true,false,false,true,true,true,false,true,false,true,true,true,false,false,false,false,false,false,false
124,30,0.0,14035,true,true,true,false,true,false,false,true,true,false,true,true,false,true,false,false,false,false,false,true,false,true,false,false,false,true,false,true,true,false
125,30,0.0,177,true,true,true,true,true,true,true,true,false,true,false,false,true,false,true,false,true,true,true,true,false,true,false,true,true,true,false,true,true,false
126,30,0.015625,105240,false,false,false,true,false,false,true,true,true,false,true,true,true,false,false,true,true,true,false,false,false,true,false,true,true,false,true,true,true,true
127,30,0.0,2113,true,true,true,true,true,true,false,false,true,false,true,false,true,false,true,true,true,false,true,true,true,false,true,true,true,false,true,true,true,false
128,30,0.0,4154,true,true,true,true,false,true,false,true,false,true,false,true,true,false,true,true,true,false,true,false,true,true,false,true,true,true,true,false,false,true
129,30,0.0,36,true,true,true,true,true,true,true,true,true,false,true,true,true,false,true,true,true,true,false,true,false,true,true,true,true,true,true,true,true,true
130,30,0.0,40,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,true,true,false,false,false
131,30,0.0,39,false,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true
132,30,0.015625,17722,true,false,true,false,true,true,true,true,true,false,false,true,false,true,false,true,false,false,true,true,true,false,true,true,true,true,true,false,false,true
133,30,0.0,228,false,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false,true,true,true,true,true,false,true,false,true,true
134,30,0.0,15825,false,false,true,true,true,false,false,true,true,true,false,false,true,true,false,true,true,true,false,false,true,true,false,false,true,true,false,true,true,false
135,30,0.015625,103067,false,true,true,true,false,false,false,false,false,false,true,true,true,false,true,false,true,false,false,false,true,true,true,true,false,false,true,false,true,false
136,30,0.0,3504,true,true,true,true,true,false,false,true,true,true,true,true,true,false,true,false,true,true,true,false,false,true,true,true,true,false,true,true,false,true
137,30,0.0,79,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false,true,true,true,true,true,true,true,true,false,false
138,30,0.0,35,true,true,true,true,true,false,false,true,false,true,true,true,true,false,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true
139,30,0.0,1282,false,false,false,true,false,true,false,true,false,true,false,false,false,true,false,false,false,false,false,false,true,false,false,false,true,true,false,true,false,false
140,30,0.0,29,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
141,30,0.0,1917,false,true,false,false,false,false,false,true,false,false,false,true,false,true,false,true,false,true,true,false,true,false,false,false,true,false,false,false,false,false
142,30,0.0,1186,true,false,false,false,false,false,false,true,false,false,true,true,false,false,false,false,false,false,false,false,false,true,false,true,false,false,true,false,true,true
143,30,0.0,30,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
144,30,0.0,20468,true,false,false,false,true,true,false,true,false,false,false,true,true,false,false,false,false,false,false,true,false,true,true,false,false,false,false,false,true,true
145,30,0.0,6552,true,false,false,true,true,true,false,true,true,true,true,false,false,true,true,false,false,false,false,false,true,false,true,true,false,false,false,false,true,true
146,30,0.0,185,true,true,false,true,true,true,true,true,true,true,true,true,true,true,false,false,false,true,false,true,true,true,false,true,false,true,true,true,true,true
147,30,0.0,25427,false,false,false,true,true,true,false,false,true,true,true,true,false,true,false,false,true,true,false,true,false,false,true,false,false,false,false,false,false,false
148,30,0.015625,115720,false,true,true,true,false,true,true,true,true,false,false,false,true,true,false,false,false,true,false,true,false,false,false,true,false,false,false,true,false,true
149,30,0.0,15407,true,true,false,true,false,true,true,false,false,true,true,true,false,true,false,true,true,false,true,false,true,true,true,false,true,true,true,false,true,true
150,30,0.0,94,true,true,true,true,true,true,true,true,true,true,true,false,true,false,true,true,true,false,false,false,true,true,true,true,true,true,true,true,true,true
151,30,0.0,19351,true,true,true,false,true,false,true,true,false,true,true,true,false,true,true,false,true,true,false,true,true,true,true,true,true,false,true,true,false,true
152,30,0.0,39,true,true,true,true,true,true,true,true,true,false,true,false,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true
153,30,0.015625,3922,false,true,false,true,true,false,true,true,true,true,true,false,false,true,true,true,true,true,false,true,false,false,true,false,false,true,false,true,false,true
154,30,0.0,115,true,false,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
155,30,0.0,29,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true
156,30,0.0,3761,true,true,false,false,false,false,true,true,true,true,true,true,true,true,false,false,false,false,true,true,true,false,true,false,false,true,true,true,false,false
157,30,0.0,469,true,true,true,true,false,true,false,false,true,true,false,true,true,false,true,true,true,false,true,true,true,false,true,false,true,false,true,true,false,true
158,30,0.0,107,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,false,true,true,false,true
159,30,0.0,7899,false,true,true,false,true,false,false,false,true,true,true,true,false,true,false,true,false,true,true,false,false,false,false,false,false,false,false,false,true,false
160,30,0.0,2155,true,false,false,false,true,true,true,true,true,true,true,true,true,false,false,true,false,true,true,true,true,true,false,true,false,true,false,true,false,true
161,30,0.0,311,false,true,true,true,true,true,true,true,true,false,true,true,false,true,true,true,true,false,true,true,false,true,true,true,true,true,true,true,true,true
162,30,0.0,72,true,false,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
163,30,0.0,30,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true
164,30,0.0,15311,false,true,false,false,true,true,false,true,false,false,true,true,true,true,true,true,false,true,true,false,true,true,true,true,false,false,false,true,true,false
165,30,0.0,879,false,false,true,true,false,false,false,false,false,true,false,false,false,true,true,false,false,false,false,true,false,false,false,false,false,false,false,true,true,false
166,30,0.0,15103,false,true,false,false,true,false,true,false,true,true,false,true,false,true,true,true,true,false,true,true,true,false,true,true,false,true,true,false,false,false
167,30,0.0,16,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false
168,30,0.0,36273,true,true,false,false,true,true,false,false,false,true,false,false,true,true,true,false,true,false,true,true,true,true,false,false,true,false,true,false,false,false
169,30,0.0,29671,false,false,true,true,false,true,false,true,true,false,true,false,true,false,true,true,false,true,false,false,true,false,false,true,true,true,true,true,true,true
170,30,0.0,10705,true,true,false,true,false,true,true,false,true,true,true,true,false,false,true,false,false,true,false,true,true,false,true,true,false,true,true,false,false,true
171,30,0.0,420,false,false,true,true,true,false,false,false,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,true,false,false,true,false,true,false
172,30,0.0,1141,true,true,true,true,false,true,true,true,true,true,false,true,true,true,false,true,true,false,true,false,true,true,true,false,true,true,true,false,false,true
173,30,0.0,19575,true,true,true,false,false,false,false,false,false,false,true,false,false,false,false,true,false,true,true,false,false,false,false,false,true,true,false,true,false,true
174,30,0.0,6509,true,true,false,true,true,true,false,true,false,true,false,false,false,false,false,false,false,true,false,false,true,true,true,false,false,false,false,false,false,false
175,30,0.0,47500,false,true,true,true,false,false,true,false,true,false,true,true,true,true,false,true,true,false,true,false,true,true,false,true,false,true,false,true,true,false
176,30,0.0,35,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
