KnapsackId,NumberOfItems,CpuTime,NodesVisited,Item_0,Item_1,Item_2,Item_3,Item_4,Item_5,Item_6,Item_7,Item_8,Item_9,Item_10,Item_11,Item_12,Item_13,Item_14,Item_15,Item_16,Item_17,Item_18,Item_19,Item_20,Item_21,Item_22,Item_23,Item_24,Item_25,Item_26,Item_27,Item_28,Item_29
112,30,42.640625,536870734,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,false,true,true,true,true,true
113,30,0.0,3265,false,false,false,false,false,true,false,true,false,false,true,false,false,false,false,true,false,false,true,false,false,false,false,false,true,true,false,false,false,false
114,30,42.296875,535232548,true,true,true,true,true,false,false,true,true,true,true,false,true,false,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true
115,30,33.984375,424719096,true,false,true,true,true,false,true,true,false,true,false,true,true,true,false,false,true,true,true,true,true,false,true,true,true,true,true,true,false,true
116,30,11.28125,138024300,true,true,true,false,true,false,true,true,true,true,true,true,false,false,true,false,false,false,false,false,true,true,true,true,false,true,false,false,true,true
117,30,42.046875,531990895,false,false,false,true,false,false,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,true,true
118,30,0.109375,767960,true,false,true,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,true,true,false,true,true,false,false,true,false,false,true,true
119,30,0.3125,3918669,false,true,false,false,false,false,false,true,false,false,true,false,false,true,false,false,true,true,false,true,true,false,false,false,false,false,true,false,true,true
120,30,0.0,9,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,true,false,false,true
121,30,0.015625,137483,false,false,true,false,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,true,false,true,true,true,false,true,false,false,false,false
122,30,42.71875,536870884,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true
123,30,0.3125,3967583,false,false,false,true,false,false,true,true,false,false,false,true,false,false,true,true,true,false,true,false,true,true,true,false,false,false,false,false,false,false
124,30,2.078125,26010255,true,true,true,false,true,false,false,true,true,false,true,true,false,true,false,false,false,false,false,true,false,true,false,false,false,true,false,true,true,false
125,30,40.921875,507701850,true,true,true,true,true,true,true,true,false,true,false,false,true,false,true,false,true,true,true,true,false,true,false,true,true,true,false,true,true,false
126,30,5.5,65731250,false,false,false,true,false,false,true,true,true,false,true,true,true,false,false,true,true,true,false,false,false,true,false,true,true,false,true,true,true,true
127,30,41.0,463074444,true,true,true,true,true,true,false,false,true,false,true,false,true,false,true,true,true,false,true,true,true,false,true,true,true,false,true,true,true,false
128,30,36.625,461359986,true,true,true,true,false,true,false,true,false,true,false,true,true,false,true,true,true,false,true,false,true,true,false,true,true,true,true,false,false,true
129,30,42.640625,536698199,true,true,true,true,true,true,true,true,true,false,true,true,true,false,true,true,true,true,false,true,false,true,true,true,true,true,true,true,true,true
130,30,0.0,40,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,true,true,false,false,false
131,30,43.015625,536864732,false,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true
132,30,17.890625,221258225,true,false,true,false,true,true,true,true,true,false,false,true,false,true,false,true,false,false,true,true,true,false,true,true,true,true,true,false,false,true
133,30,42.328125,534084139,false,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false,true,true,true,true,true,false,true,false,true,true
134,30,18.328125,228783130,false,false,true,true,true,false,false,true,true,true,false,false,true,true,false,true,true,true,false,false,true,true,false,false,true,true,false,true,true,false
135,30,3.75,44829737,false,true,true,true,false,false,false,false,false,false,true,true,true,false,true,false,true,false,false,false,true,true,true,true,false,false,true,false,true,false
136,30,41.8125,528407743,true,true,true,true,true,false,false,true,true,true,true,true,true,false,true,false,true,true,true,false,false,true,true,true,true,false,true,true,false,true
137,30,45.890625,536765978,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false,true,true,true,true,true,true,true,true,false,false
138,30,42.421875,533205380,true,true,true,true,true,false,false,true,false,true,true,true,true,false,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true
139,30,0.0,36309,false,false,false,true,false,true,false,true,false,true,false,false,false,true,false,false,false,false,false,false,true,false,false,false,true,true,false,true,false,false
140,30,42.375,536870636,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
141,30,0.0,34579,false,true,false,false,false,false,false,true,false,false,false,true,false,true,false,true,false,true,true,false,true,false,false,false,true,false,false,false,false,false
142,30,0.0,27840,true,false,false,false,false,false,false,true,false,false,true,true,false,false,false,false,false,false,false,false,false,true,false,true,false,false,true,false,true,true
143,30,42.3125,536870912,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
144,30,0.03125,298969,true,false,false,false,true,true,false,true,false,false,false,true,true,false,false,false,false,false,false,true,false,true,true,false,false,false,false,false,true,true
145,30,2.203125,27486186,true,false,false,true,true,true,false,true,true,true,true,false,false,true,true,false,false,false,false,false,true,false,true,true,false,false,false,false,true,true
146,30,39.75,501097067,true,true,false,true,true,true,true,true,true,true,true,true,true,true,false,false,false,true,false,true,true,true,false,true,false,true,true,true,true,true
147,30,0.15625,1258869,false,false,false,true,true,true,false,false,true,true,true,true,false,true,false,false,true,true,false,true,false,false,true,false,false,false,false,false,false,false
148,30,0.59375,7117274,false,true,true,true,false,true,true,true,true,false,false,false,true,true,false,false,false,true,false,true,false,false,false,true,false,false,false,true,false,true
149,30,13.0,158881468,true,true,false,true,false,true,true,false,false,true,true,true,false,true,false,true,true,false,true,false,true,true,true,false,true,true,true,false,true,true
150,30,42.9375,536731455,true,true,true,true,true,true,true,true,true,true,true,false,true,false,true,true,true,false,false,false,true,true,true,true,true,true,true,true,true,true
151,30,35.390625,441924873,true,true,true,false,true,false,true,true,false,true,true,true,false,true,true,false,true,true,false,true,true,true,true,true,true,false,true,true,false,true
152,30,45.25,536817905,true,true,true,true,true,true,true,true,true,false,true,false,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true
153,30,31.59375,381233504,false,true,false,true,true,false,true,true,true,true,true,false,false,true,true,true,true,true,false,true,false,false,true,false,false,true,false,true,false,true
154,30,43.0,536836885,true,false,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
155,30,44.015625,536869797,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true
156,30,10.921875,131251835,true,true,false,false,false,false,true,true,true,true,true,true,true,true,false,false,false,false,true,true,true,false,true,false,false,true,true,true,false,false
157,30,38.9375,482326327,true,true,true,true,false,true,false,false,true,true,false,true,true,false,true,true,true,false,true,true,true,false,true,false,true,false,true,true,false,true
158,30,42.40625,536820128,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,false,true,true,false,true
159,30,2.71875,33225081,false,true,true,false,true,false,false,false,true,true,true,true,false,true,false,true,false,true,true,false,false,false,false,false,false,false,false,false,true,false
160,30,36.984375,462551351,true,false,false,false,true,true,true,true,true,true,true,true,true,false,false,true,false,true,true,true,true,true,false,true,false,true,false,true,false,true
161,30,42.578125,535661316,false,true,true,true,true,true,true,true,true,false,true,true,false,true,true,true,true,false,true,true,false,true,true,true,true,true,true,true,true,true
162,30,46.109375,536856994,true,false,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
163,30,42.484375,536870912,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true
164,30,9.125,108036447,false,true,false,false,true,true,false,true,false,false,true,true,true,true,true,true,false,true,true,false,true,true,true,true,false,false,false,true,true,false
165,30,0.0,3212,false,false,true,true,false,false,false,false,false,true,false,false,false,true,true,false,false,false,false,true,false,false,false,false,false,false,false,true,true,false
166,30,6.8125,83622627,false,true,false,false,true,false,true,false,true,true,false,true,false,true,true,true,true,false,true,true,true,false,true,true,false,true,true,false,false,false
167,30,0.0,20,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false
168,30,2.9375,33995937,true,true,false,false,true,true,false,false,false,true,false,false,true,true,true,false,true,false,true,true,true,true,false,false,true,false,true,false,false,false
169,30,7.234375,86325311,false,false,true,true,false,true,false,true,true,false,true,false,true,false,true,true,false,true,false,false,true,false,false,true,true,true,true,true,true,true
170,30,19.8125,245398754,true,true,false,true,false,true,true,false,true,true,true,true,false,false,true,false,false,true,false,true,true,false,true,true,false,true,true,false,false,true
171,30,0.0,5367,false,false,true,true,true,false,false,false,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,true,false,false,true,false,true,false
172,30,41.875,522847155,true,true,true,true,false,true,true,true,true,true,false,true,true,true,false,true,true,false,true,false,true,true,true,false,true,true,true,false,false,true
173,30,0.046875,511285,true,true,true,false,false,false,false,false,false,false,true,false,false,false,false,true,false,true,true,false,false,false,false,false,true,true,false,true,false,true
174,30,0.46875,5212521,true,true,false,true,true,true,false,true,false,true,false,false,false,false,false,false,false,true,false,false,true,true,true,false,false,false,false,false,false,false
175,30,25.0625,313406350,false,true,true,true,false,false,true,false,true,false,true,true,true,true,false,true,true,false,true,false,true,true,false,true,false,true,false,true,true,false
176,30,42.75,536870912,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
177,30,0.515625,6225546,true,true,false,true,false,false,false,false,true,false,false,true,false,false,true,false,true,false,false,true,false,true,true,true,false,true,true,false,false,false
178,30,29.96875,372655008,true,false,false,false,false,true,true,true,true,false,true,false,true,true,false,true,true,true,false,true,false,false,true,true,true,true,true,true,true,true
179,30,12.578125,155022821,true,true,true,false,false,false,true,false,false,true,true,false,true,true,true,false,true,false,true,false,false,true,true,false,false,false,false,true,false,true
180,30,44.59375,523112798,true,false,true,true,true,false,false,true,false,true,false,true,false,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,false
