KnapsackId,NumberOfItems,CpuTime,NodesVisited,Item_0,Item_1,Item_2,Item_3,Item_4,Item_5,Item_6,Item_7,Item_8,Item_9,Item_10,Item_11,Item_12,Item_13,Item_14
328,15,0.0,16384,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true
329,15,0.0,5741,true,false,true,true,true,true,true,false,false,true,false,true,false,false,false
330,15,0.0,92,false,false,false,false,false,false,true,true,false,false,false,false,true,true,true
331,15,0.0,12109,true,false,false,false,true,true,true,true,true,false,true,true,true,false,false
332,15,0.015625,4496,false,false,true,true,false,true,true,false,false,false,false,true,true,false,true
333,15,0.0,16264,false,true,true,true,true,true,true,true,true,false,true,true,true,true,true
334,15,0.0,3265,false,true,true,true,true,false,false,true,false,false,true,false,false,true,false
335,15,0.0,16377,false,true,true,true,true,true,true,true,true,true,true,true,true,true,false
336,15,0.0,7597,false,true,true,true,true,true,false,false,false,true,true,false,false,true,true
337,15,0.015625,14581,true,false,false,true,true,true,true,true,false,true,true,true,true,false,true
338,15,0.0,16381,true,true,false,true,true,true,true,true,true,true,true,false,true,true,true
339,15,0.0,5389,false,true,true,true,true,true,false,true,true,true,false,false,false,false,false
340,15,0.0,942,false,false,false,true,true,true,false,true,false,false,false,true,false,false,false
341,15,0.0,79,true,true,false,false,false,false,false,false,false,false,false,false,true,false,false
342,15,0.015625,15222,true,true,true,true,false,false,false,true,true,false,false,true,true,true,true
343,15,0.0,16383,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true
344,15,0.0,15639,false,true,true,true,true,true,false,true,true,true,true,false,true,false,true
345,15,0.0,770,false,false,true,true,false,false,false,true,false,false,false,false,false,true,true
346,15,0.015625,16282,false,true,true,false,true,true,true,false,true,true,true,true,true,true,true
347,15,0.0,15690,false,true,false,true,true,true,true,false,true,false,true,true,false,true,true
348,15,0.0,14581,false,true,true,true,true,true,true,true,true,true,false,false,false,true,true
349,15,0.0,8656,true,true,false,false,false,true,true,true,true,false,false,false,false,true,true
350,15,0.015625,16382,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true
351,15,0.0,14812,false,false,true,true,true,true,true,false,false,false,true,true,true,true,true
352,15,0.0,11239,false,false,true,false,true,false,true,true,true,true,true,false,true,true,true
353,15,0.0,6843,true,false,false,true,true,true,false,false,true,true,false,false,true,true,true
354,15,0.0,12788,false,true,true,false,true,true,true,true,false,false,false,true,true,true,false
355,15,0.0,6408,false,true,true,true,false,true,false,true,false,true,true,false,false,true,true
356,15,0.0,16354,true,true,true,true,true,true,true,false,true,true,true,true,false,true,true
357,15,0.0,5,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false
358,15,0.0,194,false,false,false,false,false,true,false,false,true,false,false,false,true,false,false
359,15,0.015625,16130,true,true,true,true,true,false,true,true,true,true,true,false,false,true,true
360,15,0.0,16382,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true
361,15,0.0,15913,true,true,false,false,true,true,true,true,true,false,true,true,true,true,true
362,15,0.015625,14590,false,false,true,true,true,false,true,true,true,true,true,false,true,false,true
363,15,0.0,15677,false,false,true,true,true,true,true,true,true,true,true,true,true,true,true
364,15,0.0,32,false,false,false,true,false,false,false,false,true,false,false,true,false,true,false
365,15,0.015625,16382,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true
366,15,0.0,1205,true,true,false,true,false,false,true,false,true,false,true,false,false,false,true
367,15,0.0,104,false,false,false,true,true,false,true,false,false,false,false,true,false,false,false
368,15,0.0,7732,true,true,true,false,true,true,true,true,true,true,false,true,false,false,true
369,15,0.0,16342,true,true,true,false,true,true,true,false,true,true,true,true,true,true,true
370,15,0.0,1053,false,true,false,false,true,false,true,true,true,false,true,false,false,false,true
371,15,0.0,77,false,false,false,false,true,false,true,false,false,true,false,false,false,false,false
372,15,0.0,4634,true,false,true,false,true,false,false,true,true,false,true,false,true,false,true
373,15,0.0,40,false,false,false,false,false,true,true,true,false,false,false,true,false,false,false
374,15,0.0,3677,false,true,false,false,true,true,true,true,true,false,false,false,false,false,true
375,15,0.0,16363,true,true,true,true,true,true,true,true,true,false,true,true,true,true,false
376,15,0.0,16321,true,true,true,true,true,true,true,false,true,true,true,true,false,true,true
377,15,0.0,53,false,false,false,false,false,false,true,true,false,false,false,false,true,true,false
378,15,0.0,13026,true,false,true,true,true,true,true,true,true,true,false,true,false,true,true
379,15,0.015625,16384,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true
380,15,0.0,14921,true,true,true,false,false,false,true,true,true,true,false,true,false,true,true
381,15,0.0,8996,true,true,true,false,false,true,false,false,true,true,true,false,false,true,true
382,15,0.0,16159,false,true,true,true,true,true,false,true,false,true,false,true,true,true,true
383,15,0.015625,16315,false,true,true,true,true,false,true,true,false,true,true,true,true,true,true
384,15,0.0,16363,false,true,true,false,true,true,true,true,true,true,true,true,true,true,true
385,15,0.0,259,false,true,false,false,false,false,false,true,false,true,false,false,false,false,true
386,15,0.0,5067,true,true,false,true,true,false,false,false,true,true,true,true,false,false,true
387,15,0.0,16384,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true
388,15,0.0,7,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
389,15,0.0,5566,false,false,true,true,true,true,false,true,false,false,false,true,true,true,true
390,15,0.0,3760,false,false,true,true,false,false,false,true,true,false,true,false,true,false,true
391,15,0.0,1173,false,true,false,false,true,false,true,false,false,true,true,false,false,false,false
392,15,0.0,16381,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true
393,15,0.0,16384,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true
394,15,0.0,4848,true,false,true,false,true,false,true,false,true,true,true,false,false,true,false
395,15,0.015625,7382,true,false,true,false,false,false,true,true,true,false,true,false,true,false,true
396,15,0.0,4365,true,true,true,false,false,false,true,true,true,false,false,true,true,true,false
397,15,0.0,86,true,false,true,false,false,false,true,false,false,false,false,true,false,false,false
398,15,0.0,474,false,true,false,false,true,false,false,false,true,false,true,false,false,false,false
399,15,0.0,16353,true,true,true,true,false,true,true,true,true,true,true,true,true,false,true
400,15,0.0,10674,false,true,false,false,true,true,false,true,true,false,true,false,true,true,true
401,15,0.0,15502,true,true,true,false,false,true,true,true,true,true,true,false,true,false,true
402,15,0.0,16384,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true
403,15,0.0,6,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false
404,15,0.0,19,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false
405,15,0.0,8872,true,true,false,true,false,true,false,true,false,true,true,false,true,true,false
406,15,0.0,16340,true,true,true,true,true,true,false,true,true,true,true,true,true,true,false
407,15,0.0,16274,true,false,true,true,true,false,true,true,true,false,true,true,true,true,true
408,15,0.0,3302,false,false,false,false,true,true,true,true,true,false,true,true,false,false,false
409,15,0.0,1314,false,false,false,false,true,false,true,true,true,false,true,true,false,true,false
410,15,0.015625,16377,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true
411,15,0.0,910,true,false,false,true,false,false,false,false,false,false,false,true,false,true,false
412,15,0.0,16366,true,true,true,true,true,true,true,true,false,false,true,true,true,true,true
413,15,0.0,16384,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true
414,15,0.0,2417,false,false,false,true,false,false,false,true,true,true,false,true,true,true,true
415,15,0.0,9664,true,true,false,true,true,true,true,false,true,false,true,false,true,false,true
416,15,0.0,16068,false,true,true,true,false,true,true,true,true,true,true,true,true,true,false
417,15,0.0,2471,true,true,false,true,false,true,false,true,true,false,false,false,true,false,true
418,15,0.0,6831,true,false,true,true,false,true,true,false,false,true,true,false,false,true,true
419,15,0.0,1093,false,false,false,true,true,true,false,false,false,false,true,true,false,false,false
420,15,0.0,12370,true,true,true,true,true,false,false,true,true,true,false,false,true,true,false
421,15,0.0,16384,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true
422,15,0.0,3877,true,false,true,false,false,false,false,true,true,true,true,false,false,true,false
423,15,0.0,365,false,true,false,true,false,false,false,true,false,true,false,false,false,false,true
424,15,0.0,16384,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true
425,15,0.0,1709,true,false,true,false,false,false,false,false,false,true,true,true,true,false,false
426,15,0.0,2244,false,true,true,false,false,false,false,false,true,false,true,true,true,true,false
427,15,0.0,14291,true,true,false,true,true,true,true,true,true,true,false,true,false,true,false
428,15,0.0,1261,false,true,true,false,true,true,false,false,false,true,false,false,false,true,true
429,15,0.0,3755,false,false,true,true,false,false,false,false,false,false,true,false,true,true,true
430,15,0.0,8062,true,true,true,false,true,true,false,true,false,true,false,true,true,true,false
431,15,0.0,16223,false,true,true,true,true,true,true,true,true,true,true,true,true,false,true
432,15,0.0,12839,false,true,true,true,false,false,true,true,false,false,false,true,false,true,true
433,15,0.0,27,false,false,false,false,true,false,true,false,false,false,true,false,true,false,false
434,15,0.0,15831,true,true,true,true,false,true,true,true,true,false,false,true,true,false,true
435,15,0.0,2470,false,false,false,false,true,true,false,true,false,true,true,true,false,true,false
436,15,0.0,6422,true,true,false,true,false,true,true,false,true,true,false,true,true,false,false
437,15,0.0,16383,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true
438,15,0.0,16382,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true
439,15,0.0,7882,false,false,true,false,true,true,false,true,true,true,true,true,false,false,true
440,15,0.0,10089,false,true,false,true,true,true,false,false,true,false,true,true,false,false,true
441,15,0.0,16290,true,true,true,true,false,true,true,true,true,true,true,true,false,true,true
442,15,0.0,12288,true,true,true,true,false,true,true,true,false,true,false,false,true,true,false
443,15,0.0,16379,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true
444,15,0.0,372,false,false,false,true,true,false,true,true,false,false,true,false,false,false,true
445,15,0.0,15869,true,true,true,true,true,true,true,false,true,true,false,true,true,true,true
446,15,0.0,241,false,false,false,false,false,true,false,true,false,true,true,false,false,false,false
447,15,0.0,135,false,false,true,false,false,false,false,false,false,true,true,false,true,false,true
448,15,0.0,9696,true,true,true,true,false,false,true,false,true,true,true,false,false,true,true
449,15,0.0,4,true,false,false,false,false,false,false,false,false,false,false,true,false,false,true
450,15,0.0,16384,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true
451,15,0.0,13060,true,true,true,true,false,true,true,false,true,true,true,true,false,false,true
452,15,0.0,2784,true,true,true,false,true,false,true,false,true,false,false,false,true,true,false
453,15,0.0,11435,false,false,true,true,false,true,true,false,false,true,true,true,true,true,true
454,15,0.0,231,false,false,false,true,true,false,false,false,true,true,false,false,true,false,false
455,15,0.0,1463,true,false,true,true,true,false,true,true,false,false,false,true,false,false,false
456,15,0.0,9895,true,false,false,true,false,false,true,false,true,true,true,true,false,true,true
457,15,0.0,16384,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true
458,15,0.0,4436,false,false,false,false,true,false,true,true,false,true,false,true,true,true,true
459,15,0.015625,7836,true,true,true,false,true,true,false,true,false,false,true,false,false,true,false
460,15,0.0,11064,false,false,false,true,true,true,false,true,true,true,true,true,false,true,false
461,15,0.0,499,false,true,false,true,false,true,false,false,false,false,true,true,false,false,false
462,15,0.0,16384,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
463,15,0.0,6,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false
464,15,0.015625,16384,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true
465,15,0.0,9159,true,false,false,true,true,false,true,true,false,false,true,true,false,true,true
466,15,0.0,1228,true,false,false,true,true,false,true,false,false,true,false,true,false,false,false
467,15,0.0,2,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false
468,15,0.0,9,false,false,true,false,false,false,false,false,false,true,false,false,false,false,false
469,15,0.0,1283,false,true,true,true,false,false,false,false,false,false,true,false,false,true,false
470,15,0.0,10805,true,false,false,true,true,false,true,true,false,false,false,true,true,true,false
471,15,0.015625,14990,false,false,true,true,true,true,true,true,true,false,true,true,true,true,true
472,15,0.0,16384,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true
473,15,0.0,3617,false,true,true,false,true,false,false,false,false,false,false,false,true,true,true
474,15,0.0,16384,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true
475,15,0.0,13877,true,false,true,false,true,true,true,true,true,false,true,false,true,true,true
476,15,0.015625,15524,false,false,true,true,false,true,true,true,true,true,true,true,true,false,true
477,15,0.0,2109,false,false,false,false,false,true,true,false,false,false,false,true,true,true,true
478,15,0.0,769,false,false,false,true,false,false,true,true,true,false,false,false,false,false,true
479,15,0.0,7949,true,true,true,false,false,false,true,true,true,false,true,true,false,true,false
480,15,0.0,12489,true,true,true,true,true,false,true,false,true,false,true,false,true,true,true
481,15,0.0,13,false,false,false,false,false,false,true,false,false,true,false,true,false,false,false
482,15,0.0,5821,true,false,false,true,false,false,true,true,true,false,true,true,false,false,false
483,15,0.0,1655,true,false,false,true,true,false,true,false,false,true,true,true,false,false,false
484,15,0.0,9865,true,false,true,true,true,true,false,true,true,false,false,true,true,false,true
485,15,0.0,6370,true,false,false,true,false,false,true,true,true,true,false,false,true,true,true
486,15,0.0,3,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false
487,15,0.0,12468,true,true,false,false,true,true,true,true,true,true,true,false,true,false,false
488,15,0.0,5906,true,true,true,true,false,false,true,true,false,true,false,true,false,true,false
489,15,0.0,3,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false
490,15,0.0,13916,true,true,true,false,true,true,false,true,true,true,true,false,false,true,true
491,15,0.0,12815,true,true,false,true,false,false,true,true,false,true,true,false,true,true,true
492,15,0.0,311,true,true,false,false,false,false,false,false,true,false,true,false,true,false,false
493,15,0.0,9979,true,false,true,true,true,true,true,false,true,false,true,false,false,true,true
494,15,0.0,1765,false,false,true,false,false,false,false,true,false,false,true,true,true,false,true
495,15,0.0,16383,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true
496,15,0.0,9662,true,true,false,true,true,true,true,false,false,false,false,false,false,true,true
497,15,0.0,16366,true,true,false,true,true,true,true,true,true,true,true,true,true,false,true
498,15,0.0,1119,true,false,false,false,true,false,true,true,false,false,false,true,false,true,false
499,15,0.0,2305,false,false,true,true,true,false,true,false,true,false,false,true,true,true,true
500,15,0.0,16382,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true
