KnapsackId,NumberOfItems,CpuTime,NodesVisited,CanBeSolved
-1,25,0.0,19,1
-2,25,0.0,1,1
-3,25,0.0,84,1
-4,25,0.015625,402,1
-5,25,0.09375,3943867,0
-6,25,0.0,23,1
-7,25,0.09375,4673901,0
-8,25,0.0625,4070014,0
-9,25,0.0,1,1
-10,25,0.0,23,1
-11,25,0.0,1,1
-12,25,0.0,406,1
-13,25,0.09375,6541983,0
-14,25,0.0,105,1
-15,25,0.125,6673530,0
-16,25,0.0,49,1
-17,25,0.0,50,1
-18,25,0.078125,5844113,0
-19,25,0.078125,5758247,0
-20,25,0.0,49,1
-21,25,0.0,26,1
-22,25,0.0625,5331672,0
-23,25,0.0625,3290115,0
-24,25,0.046875,4549630,0
-25,25,0.046875,3454523,0
-26,25,0.078125,5383766,0
-27,25,0.0,1,1
-28,25,0.0,1,1
-29,25,0.0,23,1
-30,25,0.078125,6045220,0
-31,25,0.078125,6493429,0
-32,25,0.078125,5358052,0
-33,25,0.09375,5267041,0
-34,25,0.0,139,1
-35,25,0.0625,6292321,0
-36,25,0.0,7,1
-37,25,0.0,23,1
-38,25,0.109375,6313600,0
-39,25,0.0,14,1
-40,25,0.0,64,1
-41,25,0.078125,4991480,0
-42,25,0.0,1,1
-43,25,0.078125,5573997,0
-44,25,0.0625,4564939,0
-45,25,0.046875,4584408,0
-46,25,0.0,12,1
-47,25,0.046875,4617905,0
-48,25,0.0,1,1
-49,25,0.0625,6096442,0
-50,25,0.046875,4115531,0
-51,25,0.0625,7104306,0
-52,25,0.0,1,1
-53,25,0.0,16,1
-54,25,0.0,1,1
-55,25,0.046875,4664523,0
-56,25,0.046875,4014498,0
-57,25,0.0,19,1
-58,25,0.046875,5723651,0
-59,25,0.0625,4583525,0
-60,25,0.0,191,1
-61,25,0.0,65,1
-62,25,0.0625,6063367,0
-63,25,0.03125,3998115,0
-64,25,0.09375,6242385,0
-65,25,0.046875,4406316,0
-66,25,0.0,65,1
-67,25,0.046875,4691158,0
-68,25,0.0,49,1
-69,25,0.03125,3514743,0
-70,25,0.046875,5634360,0
-71,25,0.0,35,1
-72,25,0.0,8,1
-73,25,0.0,175,1
-74,25,0.0625,7203461,0
-75,25,0.0625,6489514,0
-76,25,0.0,1,1
-77,25,0.046875,4281311,0
-78,25,0.0625,7443704,0
-79,25,0.0,12,1
-80,25,0.0,81,1
-81,25,0.03125,4563369,0
-82,25,0.0,49,1
-83,25,0.0,23,1
-84,25,0.03125,4938004,0
-85,25,0.0625,7319509,0
-86,25,0.046875,5665719,0
-87,25,0.0625,6302259,0
-88,25,0.046875,4841663,0
-89,25,0.0625,5406594,0
-90,25,0.0,23,1
-91,25,0.0625,5799489,0
-92,25,0.0625,5594518,0
-93,25,0.0625,5081641,0
-94,25,0.046875,4313480,0
-95,25,0.0,28,1
-96,25,0.0,8,1
-97,25,0.046875,4911398,0
-98,25,0.0,229,1
-99,25,0.046875,5514157,0
-100,25,0.0,1,1
-101,25,0.0,204,1
-102,25,0.0,1,1
-103,25,0.0,1,1
-104,25,0.046875,4432578,0
-105,25,0.0625,6267460,0
-106,25,0.03125,4136042,0
-107,25,0.0625,6480414,0
-108,25,0.0,210,1
-109,25,0.0,84,1
-110,25,0.046875,4588032,0
-111,25,0.0,53,1
-112,25,0.046875,6364371,0
-113,25,0.046875,4267223,0
-114,25,0.0,1,1
-115,25,0.046875,4273309,0
-116,25,0.046875,5504103,0
-117,25,0.046875,4164951,0
-118,25,0.0,83,1
-119,25,0.0625,6329570,0
-120,25,0.046875,4664356,0
-121,25,0.0,31,1
-122,25,0.0,26,1
-123,25,0.0625,6522587,0
-124,25,0.0,14,1
-125,25,0.0,1,1
-126,25,0.078125,6619029,0
-127,25,0.0625,5323513,0
-128,25,0.0625,4547453,0
-129,25,0.0,49,1
-130,25,0.046875,5896366,0
-131,25,0.078125,6907090,0
-132,25,0.0625,5426912,0
-133,25,0.0,80,1
-134,25,0.0,1,1
-135,25,0.046875,4376441,0
-136,25,0.0,16,1
-137,25,0.03125,3421433,0
-138,25,0.0,19,1
-139,25,0.0,36,1
-140,25,0.046875,5378967,0
-141,25,0.0,1,1
-142,25,0.0,44,1
-143,25,0.0,1,1
-144,25,0.0,796,1
-145,25,0.0625,6412111,0
-146,25,0.0,14,1
-147,25,0.046875,4821782,0
-148,25,0.03125,3727003,0
-149,25,0.046875,5101229,0
-150,25,0.0,1,1
-151,25,0.046875,3572902,0
-152,25,0.03125,4478560,0
-153,25,0.0,14,1
-154,25,0.0,8,1
-155,25,0.03125,4000989,0
-156,25,0.0,454,1
-157,25,0.046875,5271404,0
-158,25,0.0,84,1
-159,25,0.0,16,1
-160,25,0.0625,5335717,0
-161,25,0.0,46,1
-162,25,0.0,1,1
-163,25,0.078125,4969851,0
-164,25,0.0625,4976335,0
-165,25,0.0,191,1
-166,25,0.0625,5339379,0
-167,25,0.046875,5576786,0
-168,25,0.078125,7432491,0
-169,25,0.0,1,1
-170,25,0.0625,6264865,0
-171,25,0.046875,5198549,0
-172,25,0.046875,4289130,0
-173,25,0.046875,4808274,0
-174,25,0.0,80,1
-175,25,0.0,19,1
-176,25,0.0625,6514295,0
-177,25,0.046875,5576635,0
-178,25,0.03125,5105591,0
-179,25,0.0625,5460525,0
-180,25,0.03125,4545919,0
-181,25,0.0,1,1
-182,25,0.03125,3800880,0
-183,25,0.0,1,1
-184,25,0.046875,6009155,0
-185,25,0.0,205,1
-186,25,0.0,1,1
-187,25,0.046875,4694656,0
-188,25,0.03125,3738840,0
-189,25,0.0,1,1
-190,25,0.046875,4757852,0
-191,25,0.0625,5416884,0
-192,25,0.0625,5597890,0
-193,25,0.0,250,1
-194,25,0.046875,4608880,0
-195,25,0.0625,5650826,0
-196,25,0.0,195,1
-197,25,0.0625,6906115,0
-198,25,0.0,52,1
-199,25,0.0,540,1
-200,25,0.0,331,1
-201,25,0.0,69,1
-202,25,0.0625,6866008,0
-203,25,0.0,26,1
-204,25,0.03125,4236145,0
-205,25,0.0,19,1
-206,25,0.0,59,1
-207,25,0.0625,6115552,0
-208,25,0.046875,4451845,0
-209,25,0.03125,3579378,0
-210,25,0.0625,6578173,0
-211,25,0.0,116,1
-212,25,0.0,16,1
-213,25,0.0,47,1
-214,25,0.0,1,1
-215,25,0.0625,4573200,0
-216,25,0.0625,5809121,0
-217,25,0.046875,4676209,0
-218,25,0.0625,5816022,0
-219,25,0.09375,6608732,0
-220,25,0.0,561,1
-221,25,0.09375,5430628,0
-222,25,0.0,23,1
-223,25,0.046875,5268982,0
-224,25,0.0,1,1
-225,25,0.0625,5281410,0
-226,25,0.046875,3921788,0
-227,25,0.078125,7316963,0
-228,25,0.0,14,1
-229,25,0.0,64,1
-230,25,0.046875,5071875,0
-231,25,0.0,19,1
-232,25,0.0,7,1
-233,25,0.078125,7238326,0
-234,25,0.0,539,1
-235,25,0.0,1,1
-236,25,0.046875,4643104,0
-237,25,0.0,201,1
-238,25,0.0,26,1
-239,25,0.046875,4993610,0
-240,25,0.0,1,1
-241,25,0.03125,4162542,0
-242,25,0.0625,5385021,0
-243,25,0.046875,5062571,0
-244,25,0.046875,6071189,0
-245,25,0.0,1,1
-246,25,0.0625,7091889,0
-247,25,0.0625,6193410,0
-248,25,0.078125,4681171,0
-249,25,0.0,12,1
-250,25,0.0,1,1
