KnapsackId,NumberOfItems,CpuTime,NodesVisited,CanBeSolved
-1,22,0.0,1,1
-2,22,0.0,1,1
-3,22,0.0,1,1
-4,22,0.015625,7927,1
-5,22,0.0,1,0
-6,22,0.0,1,1
-7,22,0.0,6789,0
-8,22,0.0,1,0
-9,22,0.0,1,1
-10,22,0.0,10,1
-11,22,0.0,1,1
-12,22,0.0,16,1
-13,22,0.0,1,0
-14,22,0.0,1,1
-15,22,0.0,1,0
-16,22,0.0,478,1
-17,22,0.0,1,1
-18,22,0.0,350,0
-19,22,0.0,1,0
-20,22,0.0,20,1
-21,22,0.0,186,1
-22,22,0.0,1533,0
-23,22,0.0,1,0
-24,22,0.0,338,0
-25,22,0.0,1,0
-26,22,0.0,1,0
-27,22,0.0,1,1
-28,22,0.0,1,1
-29,22,0.0,5,1
-30,22,0.0,1,0
-31,22,0.015625,191770,0
-32,22,0.0,32155,0
-33,22,0.0,28512,0
-34,22,0.0,126433,1
-35,22,0.0,1,0
-36,22,0.0,1,1
-37,22,0.0,31,1
-38,22,0.0,1,0
-39,22,0.0,1,1
-40,22,0.0,11506,1
-41,22,0.0,25097,0
-42,22,0.0,7,1
-43,22,0.0,847,0
-44,22,0.0,1,0
-45,22,0.0,18094,0
-46,22,0.0,88,1
-47,22,0.0,1,0
-48,22,0.0,1,1
-49,22,0.0,21214,0
-50,22,0.0,1,0
-51,22,0.0,36,0
-52,22,0.0,7926,1
-53,22,0.0,1,1
-54,22,0.0,1,1
-55,22,0.0,1,0
-56,22,0.0,1,0
-57,22,0.0,1,1
-58,22,0.0,8309,0
-59,22,0.0,46362,0
-60,22,0.0,30,1
-61,22,0.0,1,1
-62,22,0.0,5852,0
-63,22,0.0,1,0
-64,22,0.0,1,0
-65,22,0.0,1,0
-66,22,0.0,1,1
-67,22,0.0,1,0
-68,22,0.0,1,1
-69,22,0.0,1,0
-70,22,0.0,116,0
-71,22,0.0,1,1
-72,22,0.0,2843,1
-73,22,0.0,4,1
-74,22,0.0,3727,0
-75,22,0.0,206,0
-76,22,0.0,5,1
-77,22,0.0,1,0
-78,22,0.0,1,0
-79,22,0.0,50,1
-80,22,0.0,3,1
-81,22,0.0,272,0
-82,22,0.0,3,1
-83,22,0.0,455,1
-84,22,0.0,1,0
-85,22,0.0,1,0
-86,22,0.0,1,0
-87,22,0.0,1,0
-88,22,0.0,1,0
-89,22,0.0,1,0
-90,22,0.0,83,1
-91,22,0.0,1,0
-92,22,0.0,1,0
-93,22,0.0,83,0
-94,22,0.0,1,0
-95,22,0.0,1,1
-96,22,0.0,1,1
-97,22,0.0,2221,0
-98,22,0.0,18719,1
-99,22,0.0,1073,0
-100,22,0.0,1,1
-101,22,0.0,2981,1
-102,22,0.0,4,1
-103,22,0.0,1320,1
-104,22,0.0,1,0
-105,22,0.0,308,0
-106,22,0.0,1,0
-107,22,0.0,1,0
-108,22,0.0,1,1
-109,22,0.0,3,1
-110,22,0.0,1,0
-111,22,0.0,5842,1
-112,22,0.0,1,0
-113,22,0.0,1,0
-114,22,0.0,3511,1
-115,22,0.0,1,0
-116,22,0.0,1,0
-117,22,0.0,1023,0
-118,22,0.0,892,1
-119,22,0.0,1,0
-120,22,0.0,1,0
-121,22,0.0,2,1
-122,22,0.0,120723,1
-123,22,0.0,1,0
-124,22,0.0,1,1
-125,22,0.0,1,1
-126,22,0.0,15798,0
-127,22,0.0,311,0
-128,22,0.0,1,0
-129,22,0.0,61,1
-130,22,0.0,1,0
-131,22,0.0,1278,0
-132,22,0.0,1298,0
-133,22,0.0,3238,1
-134,22,0.0,240,1
-135,22,0.0,1,0
-136,22,0.0,1,1
-137,22,0.0,1,0
-138,22,0.0,1,1
-139,22,0.0,1,1
-140,22,0.0,1,0
-141,22,0.0,10,1
-142,22,0.0,805,1
-143,22,0.0,1,1
-144,22,0.0,80,1
-145,22,0.0,1,0
-146,22,0.0,1742,1
-147,22,0.0,1,0
-148,22,0.0,1,0
-149,22,0.0,10,0
-150,22,0.0,1,1
-151,22,0.0,1,0
-152,22,0.0,1008,0
-153,22,0.0,1,1
-154,22,0.0,2,1
-155,22,0.0,1,0
-156,22,0.0,16,1
