KnapsackId,NumberOfItems,CpuTime,NodesVisited,CanBeSolved
-1,22,0.0,9,1
-2,22,0.0,2,1
-3,22,0.0,9,1
-4,22,0.0,7191,1
-5,22,0.078125,4168509,0
-6,22,0.0,3,1
-7,22,0.0,33795,0
-8,22,0.0625,2811865,0
-9,22,0.0,5,1
-10,22,0.0,20,1
-11,22,0.0,12,1
-12,22,0.0,11,1
-13,22,0.046875,4189908,0
-14,22,0.0,6,1
-15,22,0.078125,3785493,0
-16,22,0.0,6,1
-17,22,0.0,3,1
-18,22,0.0625,3628409,0
-19,22,0.046875,4194303,0
-20,22,0.0,22,1
-21,22,0.0,11,1
-22,22,0.0,4327,0
-23,22,0.046875,4194004,0
-24,22,0.03125,1449750,0
-25,22,0.046875,3895233,0
-26,22,0.0625,4194303,0
-27,22,0.0,3,1
-28,22,0.0,7,1
-29,22,0.0,4,1
-30,22,0.046875,4138574,0
-31,22,0.0,569708,0
-32,22,0.046875,3313013,0
-33,22,0.0,143709,0
-34,22,0.0,80742,1
-35,22,0.046875,3396751,0
-36,22,0.0,12,1
-37,22,0.0,23,1
-38,22,0.0625,4194299,0
-39,22,0.0,5,1
-40,22,0.0,50,1
-41,22,0.0,785998,0
-42,22,0.0,27,1
-43,22,0.0,1906,0
-44,22,0.046875,3450095,0
-45,22,0.0625,3253064,0
-46,22,0.0,15,1
-47,22,0.09375,4192842,0
-48,22,0.0,2,1
-49,22,0.0,283127,0
-50,22,0.0625,2727393,0
-51,22,0.0,39,0
-52,22,0.0,1295,1
-53,22,0.0,5,1
-54,22,0.0,3,1
-55,22,0.0625,3107153,0
-56,22,0.109375,4002975,0
-57,22,0.0,12,1
-58,22,0.03125,1807141,0
-59,22,0.03125,2064668,0
-60,22,0.0,50,1
-61,22,0.0,9,1
-62,22,0.0,167758,0
-63,22,0.078125,4191292,0
-64,22,0.078125,3877964,0
-65,22,0.046875,3324510,0
-66,22,0.0,10,1
-67,22,0.046875,3995523,0
-68,22,0.0,4,1
-69,22,0.03125,2584845,0
-70,22,0.015625,606041,0
-71,22,0.0,2,1
-72,22,0.0,320,1
-73,22,0.0,16,1
-74,22,0.015625,550562,0
-75,22,0.0,161,0
-76,22,0.0,6,1
-77,22,0.078125,4194303,0
-78,22,0.078125,4194267,0
-79,22,0.0,8,1
-80,22,0.0,9,1
-81,22,0.015625,956828,0
-82,22,0.0,14,1
-83,22,0.0,12,1
-84,22,0.0625,4194289,0
-85,22,0.046875,4186433,0
-86,22,0.0625,4193842,0
-87,22,0.046875,4171732,0
-88,22,0.046875,4175403,0
-89,22,0.03125,3960910,0
-90,22,0.0,22,1
-91,22,0.046875,4167446,0
-92,22,0.046875,4147007,0
-93,22,0.03125,3508859,0
-94,22,0.015625,346477,0
-95,22,0.0,12,1
-96,22,0.0,11,1
-97,22,0.0,11493,0
-98,22,0.0,82,1
-99,22,0.03125,3169428,0
-100,22,0.0,5,1
-101,22,0.0,614,1
-102,22,0.0,2,1
-103,22,0.0,64,1
-104,22,0.03125,4038014,0
-105,22,0.015625,1270611,0
-106,22,0.03125,2202807,0
-107,22,0.046875,4187070,0
-108,22,0.0,12,1
-109,22,0.0,3,1
-110,22,0.0,628582,0
-111,22,0.0,264,1
-112,22,0.046875,4193633,0
-113,22,0.0625,4194303,0
-114,22,0.0,19,1
-115,22,0.0625,4191012,0
-116,22,0.0,602876,0
-117,22,0.0,3911,0
-118,22,0.0,11,1
-119,22,0.09375,4187884,0
-120,22,0.0625,4194303,0
-121,22,0.0,3,1
-122,22,0.0,14308,1
-123,22,0.078125,4193079,0
-124,22,0.0,6,1
-125,22,0.0,7,1
-126,22,0.0,136722,0
-127,22,0.015625,1004095,0
-128,22,0.015625,1172283,0
-129,22,0.0,26,1
-130,22,0.03125,2026664,0
-131,22,0.0,1596,0
-132,22,0.046875,2626987,0
-133,22,0.0,28,1
-134,22,0.0,9,1
-135,22,0.0625,3731695,0
-136,22,0.0,15,1
-137,22,0.015625,2105977,0
-138,22,0.0,14,1
-139,22,0.0,7,1
-140,22,0.03125,4193837,0
-141,22,0.0,4,1
-142,22,0.0,18,1
-143,22,0.0,8,1
-144,22,0.0,47,1
-145,22,0.03125,4194169,0
-146,22,0.0,13,1
-147,22,0.03125,3426718,0
-148,22,0.046875,4190518,0
-149,22,0.0,716412,0
-150,22,0.0,5,1
-151,22,0.046875,4194303,0
-152,22,0.0,1271,0
-153,22,0.0,3,1
-154,22,0.0,15,1
-155,22,0.046875,4193635,0
-156,22,0.0,22,1
-157,22,0.0,93,0
-158,22,0.0,8,1
-159,22,0.0,4,1
-160,22,0.015625,1279295,0
-161,22,0.0,277,1
-162,22,0.0,10,1
-163,22,0.0,1147,0
-164,22,0.0,3715,0
-165,22,0.0,13,1
-166,22,0.046875,4184315,0
-167,22,0.0,4461,0
-168,22,0.0,4418,0
-169,22,0.0,30,1
-170,22,0.015625,1837217,0
-171,22,0.0,100948,0
-172,22,0.0,225063,0
-173,22,0.03125,2814845,0
-174,22,0.0,6,1
-175,22,0.0,13,1
-176,22,0.0,17796,0
-177,22,0.046875,4194303,0
-178,22,0.0625,4177232,0
-179,22,0.0,422131,0
-180,22,0.0625,4189100,0
-181,22,0.0,4,1
-182,22,0.0,75,0
-183,22,0.0,7,1
-184,22,0.0625,4049070,0
-185,22,0.03125,1410801,1
-186,22,0.0,6,1
-187,22,0.015625,701193,0
-188,22,0.109375,4158738,0
-189,22,0.0,7,1
-190,22,0.0,94472,0
-191,22,0.078125,4100317,0
-192,22,0.0625,4194303,0
-193,22,0.0,2,1
-194,22,0.046875,4194296,0
-195,22,0.0,10566,0
-196,22,0.0,91,1
-197,22,0.03125,3520173,0
-198,22,0.0,12,1
-199,22,0.0,9,1
-200,22,0.0,20,1
-201,22,0.0,9,1
-202,22,0.0,133,0
-203,22,0.0,10,1
-204,22,0.03125,3748561,0
-205,22,0.0,11,1
-206,22,0.0,39,1
-207,22,0.046875,4193856,0
-208,22,0.03125,3115016,0
-209,22,0.046875,4186593,0
-210,22,0.015625,1374796,0
-211,22,0.0,5,1
-212,22,0.0,7,1
-213,22,0.0,168665,1
-214,22,0.0,9,1
-215,22,0.046875,3749545,0
-216,22,0.0,1929,0
-217,22,0.015625,1576511,0
-218,22,0.0,455083,0
-219,22,0.046875,3870148,0
-220,22,0.0,10071,1
-221,22,0.015625,1293426,0
-222,22,0.0,703,1
-223,22,0.046875,4181240,0
-224,22,0.0,7,1
-225,22,0.03125,2647946,0
-226,22,0.046875,4194303,0
-227,22,0.046875,4169092,0
-228,22,0.0,3,1
-229,22,0.0,258,1
-230,22,0.0,371,0
-231,22,0.0,13,1
-232,22,0.0,7,1
-233,22,0.015625,880161,0
-234,22,0.0,21,1
-235,22,0.0,37,1
-236,22,0.0625,4194303,0
-237,22,0.0,11,1
-238,22,0.0,2162,1
-239,22,0.046875,4181256,0
-240,22,0.0,4,1
-241,22,0.046875,4150221,0
-242,22,0.0,1416,0
-243,22,0.046875,4193922,0
-244,22,0.03125,4061368,0
-245,22,0.0,4,1
-246,22,0.03125,4026268,0
-247,22,0.0,3641,0
-248,22,0.046875,4194296,0
-249,22,0.0,18,1
-250,22,0.0,3,1
-251,22,0.015625,1468017,0
-252,22,0.0,9,1
-253,22,0.0,35623,0
-254,22,0.046875,4188411,0
-255,22,0.0,164139,0
-256,22,0.03125,4137887,0
-257,22,0.0,14,1
-258,22,0.0,24,1
-259,22,0.0,6,1
-260,22,0.0,3429,0
-261,22,0.0,38261,0
-262,22,0.0,1881,0
-263,22,0.046875,4194272,0
-264,22,0.03125,4023002,0
-265,22,0.03125,3020594,0
-266,22,0.046875,3636813,0
-267,22,0.0,11643,0
-268,22,0.0,15,1
-269,22,0.046875,4193218,0
-270,22,0.0,1503172,0
-271,22,0.0,25,1
-272,22,0.0,21,1
-273,22,0.0,40,1
-274,22,0.0,10,1
-275,22,0.0,12,1
-276,22,0.0,935390,0
-277,22,0.0,7,1
-278,22,0.0,123955,0
-279,22,0.015625,2458854,0
-280,22,0.0,7,1
-281,22,0.0,337247,0
-282,22,0.03125,3133557,0
-283,22,0.0,13,1
-284,22,0.03125,4166464,0
-285,22,0.0,42,1
-286,22,0.0,70,0
-287,22,0.0625,4194196,0
-288,22,0.0,538,0
-289,22,0.0,14720,1
-290,22,0.03125,2323025,0
-291,22,0.0,8,1
-292,22,0.03125,3929534,0
-293,22,0.0,24159,0
-294,22,0.03125,4115642,0
