KnapsackId,NumberOfItems,CpuTime,NodesVisited,CanBeSolved
-1,10,0.0,10,1
-2,10,0.0,21,1
-3,10,0.0,31,1
-4,10,0.0,214,1
-5,10,0.0,831,0
-6,10,0.0,14,1
-7,10,0.0,893,0
-8,10,0.0,963,0
-9,10,0.0,9,1
-10,10,0.0,15,1
-11,10,0.0,8,1
-12,10,0.0,12,1
-13,10,0.0,846,0
-14,10,0.0,47,1
-15,10,0.0,916,0
-16,10,0.0,76,1
-17,10,0.0,18,1
-18,10,0.0,892,0
-19,10,0.0,978,0
-20,10,0.0,12,1
-21,10,0.0,19,1
-22,10,0.0,966,0
-23,10,0.0,862,0
-24,10,0.0,984,0
-25,10,0.0,878,0
-26,10,0.0,884,0
-27,10,0.0,14,1
-28,10,0.0,13,1
-29,10,0.0,23,1
-30,10,0.0,965,0
-31,10,0.0,889,0
-32,10,0.0,940,0
-33,10,0.0,942,0
-34,10,0.0,28,1
-35,10,0.0,984,0
-36,10,0.0,21,1
-37,10,0.0,205,1
-38,10,0.0,897,0
-39,10,0.0,9,1
-40,10,0.0,14,1
-41,10,0.0,839,0
-42,10,0.0,10,1
-43,10,0.0,880,0
-44,10,0.0,915,0
-45,10,0.0,865,0
-46,10,0.0,17,1
-47,10,0.0,903,0
-48,10,0.0,10,1
-49,10,0.0,950,0
-50,10,0.0,874,0
-51,10,0.0,920,0
-52,10,0.0,10,1
-53,10,0.0,8,1
-54,10,0.0,12,1
-55,10,0.0,938,0
-56,10,0.0,943,0
-57,10,0.0,10,1
-58,10,0.0,840,0
-59,10,0.0,916,0
-60,10,0.0,106,1
-61,10,0.0,25,1
-62,10,0.0,927,0
-63,10,0.0,921,0
-64,10,0.0,931,0
-65,10,0.0,954,0
-66,10,0.0,12,1
-67,10,0.0,942,0
-68,10,0.0,10,1
-69,10,0.0,978,0
-70,10,0.0,925,0
-71,10,0.0,10,1
-72,10,0.0,17,1
-73,10,0.0,10,1
-74,10,0.0,958,0
-75,10,0.0,943,0
-76,10,0.0,21,1
-77,10,0.0,969,0
-78,10,0.0,871,0
-79,10,0.0,8,1
-80,10,0.0,24,1
-81,10,0.0,860,0
-82,10,0.0,29,1
-83,10,0.0,27,1
-84,10,0.0,924,0
-85,10,0.0,810,0
-86,10,0.0,885,0
-87,10,0.0,961,0
-88,10,0.0,928,0
-89,10,0.0,957,0
-90,10,0.0,25,1
-91,10,0.0,922,0
-92,10,0.0,890,0
-93,10,0.0,828,0
-94,10,0.0,944,0
-95,10,0.0,8,1
-96,10,0.0,23,1
-97,10,0.0,958,0
-98,10,0.0,17,1
-99,10,0.0,893,0
-100,10,0.0,24,1
-101,10,0.0,9,1
-102,10,0.0,19,1
-103,10,0.0,18,1
-104,10,0.0,899,0
-105,10,0.0,920,0
-106,10,0.0,881,0
-107,10,0.0,890,0
-108,10,0.0,27,1
-109,10,0.0,75,1
-110,10,0.0,913,0
-111,10,0.0,448,1
-112,10,0.0,950,0
-113,10,0.0,899,0
-114,10,0.0,129,1
-115,10,0.0,849,0
