KnapsackId,NumberOfItems,CpuTime,NodesVisited,CanBeSolved
-1,27,0.0,27,1
-2,27,0.0,21,1
-3,27,0.0,351,1
-4,27,0.46875,33477753,1
-5,27,1.171875,125178403,0
-6,27,0.0,20,1
-7,27,1.09375,125355659,0
-8,27,1.125,124160265,0
-9,27,0.0,27,1
-10,27,0.0,2376,1
-11,27,0.0,4939,1
-12,27,0.0,878,1
-13,27,1.125,127216349,0
-14,27,0.0,4043,1
-15,27,1.3125,128172284,0
-16,27,0.0,1987,1
-17,27,0.0,32,1
-18,27,1.765625,128017815,0
-19,27,1.609375,129109467,0
-20,27,0.015625,657370,1
-21,27,0.0,20,1
-22,27,1.421875,124723022,0
-23,27,1.40625,124925674,0
-24,27,1.15625,118158200,0
-25,27,1.203125,127884902,0
-26,27,1.4375,121536045,0
-27,27,0.0,1502,1
-28,27,0.0,129,1
-29,27,0.0,746,1
-30,27,1.171875,121985786,0
-31,27,1.3125,125052848,0
-32,27,1.140625,125082051,0
-33,27,1.28125,125849071,0
-34,27,0.0625,7619386,1
-35,27,1.203125,128460758,0
-36,27,0.0,65,1
-37,27,0.578125,57931782,1
-38,27,1.109375,122115733,0
-39,27,0.0,20,1
-40,27,0.0,349020,1
-41,27,1.140625,121766390,0
-42,27,0.0,36,1
-43,27,1.15625,126708845,0
-44,27,1.21875,124694478,0
-45,27,1.234375,128043917,0
-46,27,0.0,25,1
-47,27,1.109375,120372716,0
-48,27,0.0,26,1
-49,27,1.078125,113965128,0
-50,27,1.109375,123926658,0
-51,27,1.125,123500839,0
-52,27,0.0,26,1
-53,27,0.0,1349,1
-54,27,0.0,40,1
-55,27,1.15625,125762914,0
-56,27,1.203125,124991840,0
-57,27,0.0,3626,1
-58,27,1.40625,121297035,0
-59,27,1.125,122194359,0
-60,27,0.0,115274,1
-61,27,0.0,64,1
-62,27,1.125,120898265,0
-63,27,1.25,122551460,0
-64,27,1.15625,123551617,0
-65,27,1.171875,119017077,0
-66,27,0.0,188,1
-67,27,1.25,121895650,0
-68,27,0.0,46,1
-69,27,1.25,128084365,0
-70,27,1.25,125333428,0
-71,27,0.0,110,1
-72,27,0.0,935,1
-73,27,0.0,217,1
-74,27,1.171875,125642883,0
-75,27,1.34375,124958786,0
-76,27,0.0,111,1
-77,27,1.1875,123474759,0
-78,27,1.21875,121526720,0
-79,27,0.0,27,1
-80,27,0.0,86,1
-81,27,1.171875,128371197,0
-82,27,0.0,724,1
-83,27,0.0,6389,1
-84,27,1.21875,128568749,0
-85,27,1.15625,125103160,0
-86,27,1.4375,128383686,0
-87,27,1.1875,125414171,0
-88,27,1.171875,119686154,0
-89,27,1.578125,122984583,0
-90,27,0.0,19,1
-91,27,1.421875,126525984,0
