KnapsackId,NumberOfItems,CpuTime,NodesVisited,CanBeSolved
-1,27,0.0,11,1
-2,27,0.0,2,1
-3,27,0.0,6,1
-4,27,0.0,7518,1
-5,27,0.03125,5096105,0
-6,27,0.0,3,1
-7,27,1.390625,131050325,0
-8,27,0.125,15713396,0
-9,27,0.0,9,1
-10,27,0.0,13,1
-11,27,0.0,6,1
-12,27,0.0,15,1
-13,27,0.5625,58199883,0
-14,27,0.0,8,1
-15,27,1.375,134217716,0
-16,27,0.0,12,1
-17,27,0.0,4,1
-18,27,0.0,39837,0
-19,27,1.359375,134217725,0
-20,27,0.0,56,1
-21,27,0.0,22,1
-22,27,1.03125,101824951,0
-23,27,0.0,27416,0
-24,27,0.84375,86597381,0
-25,27,0.921875,91334471,0
-26,27,0.9375,93952545,0
-27,27,0.0,2,1
-28,27,0.0,7,1
-29,27,0.0,2,1
-30,27,1.3125,128802467,0
-31,27,1.28125,128900198,0
-32,27,0.140625,17543886,0
-33,27,1.296875,134125305,0
-34,27,0.015625,702688,1
-35,27,0.03125,5606609,0
-36,27,0.0,9,1
-37,27,0.0,93,1
-38,27,1.34375,133067709,0
-39,27,0.0,6,1
-40,27,0.0,58,1
-41,27,1.34375,129695641,0
-42,27,0.0,5,1
-43,27,1.28125,133961836,0
-44,27,1.375,134217727,0
-45,27,0.984375,99933134,0
-46,27,0.0,157,1
-47,27,0.515625,53923041,0
-48,27,0.0,3,1
-49,27,1.234375,126585347,0
-50,27,0.625,60383261,0
-51,27,0.71875,73606918,0
-52,27,0.0,66,1
-53,27,0.0,8,1
-54,27,0.0,4,1
-55,27,1.296875,134212145,0
-56,27,0.09375,11233085,0
-57,27,0.0,9,1
-58,27,0.03125,2391840,0
-59,27,0.609375,71219207,0
-60,27,0.0,3644,1
-61,27,0.0,8,1
-62,27,1.109375,111377576,0
-63,27,1.296875,134217727,0
-64,27,1.453125,134217727,0
-65,27,1.265625,128054977,0
-66,27,0.0,8,1
-67,27,0.0,15334,0
-68,27,0.0,6,1
-69,27,1.296875,133875152,0
-70,27,1.171875,116027617,0
-71,27,0.0,6,1
-72,27,0.0,18,1
-73,27,0.0,16,1
-74,27,0.453125,48343356,0
-75,27,0.234375,24932153,0
-76,27,0.0,8,1
-77,27,1.296875,134192353,0
-78,27,0.046875,4344501,0
-79,27,0.0,12,1
-80,27,0.0,15,1
-81,27,0.984375,100102752,0
-82,27,0.0,20,1
-83,27,0.0,18,1
-84,27,0.0,30,0
-85,27,1.40625,134100890,0
-86,27,1.3125,134217726,0
-87,27,0.0,181,0
-88,27,0.484375,49538925,0
-89,27,1.328125,134217718,0
-90,27,0.0,8,1
-91,27,0.0,5247,0
-92,27,1.359375,134206903,0
-93,27,1.359375,133465287,0
-94,27,1.296875,134217126,0
-95,27,0.0,7,1
-96,27,0.0,13,1
-97,27,1.296875,131468110,0
-98,27,0.0,134879,1
-99,27,0.0,89748,0
-100,27,0.0,2,1
-101,27,0.0,14,1
-102,27,0.0,4,1
-103,27,0.0,17,1
-104,27,1.390625,130606890,0
-105,27,1.296875,134176295,0
-106,27,1.171875,120021835,0
-107,27,0.671875,60289180,0
-108,27,0.0,15,1
-109,27,0.0,8,1
-110,27,1.09375,115397905,0
-111,27,0.015625,293453,1
-112,27,0.78125,85008041,0
-113,27,1.265625,123089871,0
-114,27,0.0,128662,1
-115,27,0.0,411,0
-116,27,0.5625,59434719,0
-117,27,1.34375,134109304,0
-118,27,0.0,18,1
-119,27,1.34375,134217726,0
-120,27,0.453125,45036990,0
-121,27,0.0,5,1
-122,27,0.0,588,1
-123,27,0.0,146452,0
-124,27,0.0,13,1
-125,27,0.0,8,1
-126,27,1.359375,134215805,0
-127,27,1.328125,134217362,0
-128,27,1.609375,133993906,0
-129,27,0.0,33,1
-130,27,0.0,510056,0
-131,27,1.1875,117167708,0
-132,27,0.015625,1581647,0
-133,27,0.0,16,1
-134,27,0.0,12,1
-135,27,1.40625,132954958,0
-136,27,0.0,15,1
-137,27,0.015625,2977387,0
-138,27,0.0,146,1
-139,27,0.0,63,1
-140,27,0.015625,940667,0
-141,27,0.0,10,1
-142,27,0.0,225,1
-143,27,0.0,6,1
-144,27,0.0,3038,1
-145,27,0.359375,40430741,0
-146,27,0.0,11,1
-147,27,1.265625,131045901,0
-148,27,0.203125,22489372,0
-149,27,1.34375,133989882,0
-150,27,0.0,11,1
-151,27,0.0,72,0
-152,27,0.96875,100349274,0
-153,27,0.0,4,1
-154,27,0.0,19,1
-155,27,0.578125,61269921,0
-156,27,0.0,0,1
-157,27,0.015625,1804401,0
-158,27,0.0,54,1
-159,27,0.0,6,1
-160,27,1.296875,134217650,0
-161,27,0.0,22,1
-162,27,0.0,17,1
-163,27,1.28125,128508605,0
-164,27,1.359375,134137252,0
-165,27,0.0,19,1
-166,27,1.375,134048139,0
-167,27,0.0,2782,0
-168,27,0.75,81313222,0
-169,27,0.0,4851,1
-170,27,0.0625,7663642,0
-171,27,1.28125,134083445,0
-172,27,0.984375,102583274,0
-173,27,0.0,43,0
-174,27,0.0,30,1
-175,27,0.0,7,1
