KnapsackId,NumberOfItems,CpuTime,NodesVisited,CanBeSolved
-1,32,0.0,12,1
-2,32,0.0,2,1
-3,32,0.0,14,1
-4,32,0.0,732,1
-5,32,44.125,8587702163,0
-6,32,0.0,2,1
-7,32,1.265625,251659973,0
-8,32,22.0,3769517737,0
-9,32,0.0,8,1
-10,32,0.0,16,1
-11,32,0.0,15,1
-12,32,0.0,7,1
-13,32,1.265625,157804844,0
-14,32,0.0,5,1
-15,32,3.171875,507922660,0
-16,32,0.0,75,1
-17,32,0.0,4,1
-18,32,49.328125,8589933791,0
-19,32,0.0625,13708565,0
-20,32,0.0625,10033323,1
-21,32,0.0,20,1
-22,32,34.03125,5686184612,0
-23,32,0.015625,728447,0
-24,32,45.9375,8586516245,0
-25,32,45.734375,8589696892,0
-26,32,51.34375,8181578041,0
-27,32,0.0,6,1
-28,32,0.0,3,1
-29,32,0.0,2,1
-30,32,0.171875,27322738,0
-31,32,23.046875,3516939956,0
-32,32,51.875,8531868688,0
-33,32,44.703125,6971190236,0
-34,32,0.0,202293,1
-35,32,53.875,8483077758,0
-36,32,0.0,23,1
-37,32,0.21875,32921304,1
-38,32,0.0,82,0
-39,32,0.0,6,1
-40,32,0.0,107,1
-41,32,4.140625,547128882,0
-42,32,0.0,8,1
-43,32,52.953125,8589934461,0
-44,32,8.71875,1166867772,0
-45,32,39.90625,6132427570,0
-46,32,0.0,20,1
-47,32,0.125,19043975,0
-48,32,0.0,4,1
-49,32,51.59375,8467728228,0
-50,32,51.828125,7244745900,0
-51,32,52.0625,8580611477,0
-52,32,0.0,712,1
-53,32,0.0,7,1
-54,32,0.0,4,1
-55,32,55.515625,8101975567,0
-56,32,1.0625,174957722,0
-57,32,0.0,13,1
-58,32,1.4375,184155853,0
-59,32,53.109375,7643791655,0
-60,32,0.0,30,1
-61,32,0.0,10,1
-62,32,44.53125,6431326815,0
-63,32,59.296875,8572523025,0
-64,32,53.15625,8174215858,0
-65,32,0.859375,139541523,0
-66,32,0.0,7,1
